4978	@ UdayV0604 @ kirkitcrazy @ Dream11 Death over ki okad bata deya bc block maar deya paid user ka lakho rupee lekr ye l … https // t . co / XROVQ1qPMp	negative	 O Eng O Eng O Eng Eng Eng Hin Hin Hin Hin Eng Eng Hin Hin Eng Eng Hin Hin Hin Hin Eng Eng O Eng O Eng O Eng O Eng
4982	RT @ Sandhya19399189 Purd bhumat se Vijay huye mere payare aadarniy pm Modiji hi badhai ho ram rajy agaya bhagva ek bar fir sunami bn kr ch …	positive	 Eng O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin O
4984	@ IndiaToday @ rahulkanwal @ rajchengappa @ UdayMahurkar @ TheJaggi @ rajeevdubey @ sardesairajdeep Anchor look so happy t … https // t co / 20PMD0hSbe	neutral	 O Eng O Hin O Hin O Hin O Hin O Hin O Hin Hin Eng Eng Eng Eng O Eng O Eng Eng O Eng
4986	@ Raje _ Radhey @ Gobhiji3 @ 7rick37 @ narendramodi @ RanjeetASM Arey bilkul deewane the Kyun nahi honge akhir apni Maa ka … https // t co / FeBMsHFRrM	neutral	 O Hin O Hin O Eng O Eng O Eng O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Hin O Hin
4989	@ AmitShah B . J . P . Walo ki khas aadat h . Jo deshbhakt ya rastrabhakt nahi h onko bhi jabardasti deshbhakt rastrabha … https // t . co / irng0qd8BO	negative	 O Eng Eng O Hin O Hin O Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
4990	@ ZayHussain @ ShahrukhWani Happy Birthday Shah ! Get ready for all the saying you aren ’ t 24. I am glad Z thinks I … https // t . co / MoRDmgY5EB	positive	 O Hin O Hin Hin Hin Hin O Hin Hin Eng Eng Eng Eng Eng Eng O Eng O Eng Eng Eng Eng Eng Eng O Eng O Eng O Hin O Hin
4999	RT @ MyTatts _ YouKiss @ riley _ nia happy bday jit . Hope you enjoy it and be lit af 💯	neutral	 Eng O Eng O Hin O Hin O Eng Eng Hin Hin O Eng Eng Eng Eng Eng Eng Eng Eng O
5000	@ AskAnshul LiberalsWoh to dara hua samuday ka insaan hai . Dar ke maare chhed di ladki . Hindu intolerant hai	negative	 O Hin Eng Eng Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin O Eng Eng Hin
5005	@ ndtv Why women if All are equal than samanta ke adhikar ke tahat ye suvidha sabko milni Chahiye Nahi to Kisi ki Nahi .	neutral	 O Eng Eng Eng Eng Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O
5009	Fantastic film # PMNarendraModi Must watch biopic . Great performance by underrated dhaansu actor Mr @ vivekoberoi si … https // t . co / YnOtk2ETyL	positive	 Eng Eng O Eng Eng Eng Eng O Eng Eng Eng Eng Eng Hin Hin O Hin Eng O Eng O Eng O Hin O Hin
5010	INSAN CHAHE TO APNE VICHAR DUSRONKE DIL-DIMAG ME STHAPIT KER SAKTA HAI . KUBHI KUBHI BADE INSANOKO AISA LAGTA HAI KI … https // t . co / X2eBv50mRW	negative	 Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
5011	I'm just gonna sing Ralf Gum's Take me to my love ....💓💓🙌🙌🙌 https // t . co / B0HHeMyEeY	neutral	 Eng Eng Hin Eng Eng Eng Eng Hin Eng Hin Eng O Eng O Eng O Hin O Hin
5012	@ kalmanacpk @ AjaySos14 @ DennisCricket _ Hamare mulk mei log khush hain .. tumhe sab acchi bato mei sirf buri nazar aay … https // t . co / oLJVDxyVMG	negative	 O Hin O Eng O Eng O Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
5015	@ SarahThyre This is nothing !! My sister once used Fevistick as Lip Balm !!😊	positive	 O Eng Eng Eng Eng O Hin Eng Eng Eng Eng Eng Hin Hin O
5017	@ ashutosh83B Abhivyakti ki aajadi ka gala tum tv channel wale ghot rahe ho . bulaao debate me common people ko .	negative	 O Eng Eng Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin O Hin Hin Eng Eng Eng Hin O
5025	RT @ ysjagan Hearty congratulations to JEE rankers . Proud of our Telugu toppers . Wishing you all the very best for your future .	positive	 Hin O Hin Eng Eng Eng Hin Eng O Eng Eng Eng Eng Eng O Eng Eng Eng Eng Eng Eng Eng Eng Eng O
5031	@ DRPRADIPBARUAH2 Open it Sirjee .... do one thing ... send me a DM ... I'll respond ... Thank you !	neutral	 O Eng Eng Hin Hin O Hin Eng Eng O Eng Eng Hin Eng O Eng Eng O Eng Eng O
5033	@ CSKVeriyanDa There is no national language in India and as your whish I know eak tho theen chaar ..... now thus an … https // t . co / spq76KxowM	neutral	 O Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin Hin Eng Hin Hin Hin Hin O Eng Eng Eng O Eng O Eng O Eng O Eng
5037	@ AjaySin01653863 @ Kavita _ Sharma4 Tera sa certificate lane ki mujha jarurt nahi	neutral	 O Eng O Eng O Hin Hin Eng Eng Eng Hin Hin Hin Hin
5038	RT @ seyiamakinde Ramadan is a season of mercy and a period during which we are encouraged to make positive changes in our lives . As our M …	positive	 Eng O Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O Eng Eng Hin O
5039	Shri Narendra Modi ji Aur Naveen patnayak ji ko Jeet ki bahut sari subhkamnaye Umeed hai ki Modi ji farmer ke liye … https // t co / fBPNhF4Kl3	positive	 Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin O Eng O Eng Eng O Eng
5044	@ partisanofKhan MashaAllah they bothlook good . Patwari & media walay Jaltay hain Jalkukkar .	positive	 O Eng Eng Eng Eng Eng O Hin O Hin Hin Hin Hin Hin O
5049	So i got this skin from the # crates # kar98k new skin looks Damn good thank you pubg @ pubgmobile ab yahi chamkaunga … https // t . co / 3d1x7oTGE4	positive	 Hin Hin Hin Eng Eng Eng Eng O Eng O Eng Eng Eng Eng Eng Eng Eng Eng Eng O Hin Hin Hin Hin O Eng O Eng O Eng O Eng
5053	RT @ HlomlaDandala This is important for all people of color everywhere in the world https // t co / LDVYfS97Jk	neutral	 Hin O Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O Eng Eng O Eng
5055	@ sakshijoshii 😄😄😃 isko doosra kaam nahi only criticism to cm all time	negative	 O Hin O Hin Hin Hin Hin Eng Eng Eng Eng Eng Eng
5057	@ MazloomPashteen @ GulBukhari Takky takky pe bhik jaty ho tum log . we don't trust you people	negative	 O Hin O Hin Eng Eng Hin Hin Hin Hin Hin Hin O Eng Eng Eng Eng Eng
5060	@ Krittzi @ DD _ AR1 Iska SS leke rakho badme tweet delete Krke palti khayegi warna 😂😂😂😂	negative	 O Hin O Eng O Eng Eng Hin Hin Hin Hin Eng Eng Hin Hin Hin Hin O
5062	@ Vicky _ donorrr @ AmitKatrela @ ANINewsUP @ ANI @ DrSYQuraishi kyo qureshi ko kya pta jab vo election commission me he … https // tco / oSr07oarb9	neutral	 O Eng O Eng O Hin O Hin O Hin O Hin Eng Eng Hin Hin Hin Hin Hin Eng Eng Eng Eng O Eng O Eng O Eng
5069	RT @ AkosaO steven gerrard is the best player in prem history	neutral	 Hin O Hin Eng Eng Eng Eng Eng Eng Eng Hin Hin
5072	RT @ DrDeng9 Agar sach me bahaduri hai to rajneeti chhor kyon Nahi deta mader Tera baap Amethi haar gaya https // t . co / pgSZCkRuS6	negative	 Eng O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng
5073	@ priy _ yash Nahi mam ham apni matrubhasha nahi choddenge ham Hindi nahi bolenge Kal modi aaya to ham hajaro sal ki … https // t . co / o8dArgFCIh	negative	 O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
5077	RT @ ibeingdevil Fokat ka samosa khaane & Fokat ki movie dekhne wale critics are tweeting about boycotting Salman Khan movies . Lol funny c …	negative	 Eng O Eng Eng Hin Hin Hin O Hin Hin Hin Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng O Hin Eng Eng O
5081	@ MaizaHamed @ Pakistan _ firstt Oho is ki to is k ghar he mein baaj gai	neutral	 O Eng O Eng O Hin Hin Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin
5082	Happy Birthday Apurva Paithane 🥳🎂🎉🌈 – celebrating birthday at Juhu Chaupati Mumbai https // t . co / 6LLqj5popC	positive	 Hin Hin Hin Eng O O Eng Eng Eng Hin Hin Eng Eng O Eng O Eng O Eng
5085	@ LambaAlka Ghatia batein mat karo ab yeh soch Ko Kejriwal kaise cm ban Gaya jisko kuch nahi aata Delhi Ko barbad ka … https // t . co / j63JxtBLRS	negative	 O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng
5086	RT @ aapkadharam @ SkFandharmendra @ im _ vikal This scene is from “ Naya Zamana “ a super hit film . With his blessings your Dharam has playe …	positive	 Hin O Hin O Hin O Hin O Hin Eng Eng Eng Eng O Hin Hin O Hin Eng Eng Eng O Eng Eng Eng Eng Hin Eng Eng O
5090	Main is sarkarko ab akhari bar Bata Raja hun ki inhone agar shreychoropar karvai nahi ki to Main unko anewalen chun … https // t . co / MJq6Z5tb8X	neutral	 Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
5093	@ C _ H _ A _ R _ M _ I _ Oye chutiye sab bol rahe mujhe yeh dekh isne Tera tweet copy kia Ullu ke patthe kahi ke 😂😂 timing … https // t . co / 8cpGWRTYkW	negative	 O Eng O Hin O Hin O Eng O Eng O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng O Eng
5095	@ duttsanjay I wish nargees mother was alive then sambhoo snj duttMBA banta . country ka naam Roshan kartasab … https // t . co / ffOWuxjM9z	neutral	 O Hin Hin Eng Eng Eng Eng Eng Eng Hin Hin Hin Hin O Eng Hin Hin Hin Hin O Eng O Eng O Eng O Hin
5102	@ PriyaRa89842300 Yeh nahi badlega . Hara rang iske khoon me sama chuka hai bus ab ye kuch din ka hindu h jald hi … https // t . co / ZfqSSWAnQQ	negative	 O Eng Eng Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Hin O Hin
5109	This is @ AseefaBZa brave girla great daughter of Sindh ' Dharti'daughter of Shaheed Muhtama Benazeer Bhutto . Shah … https // t . co / orMuVt58Xb	positive	 Eng Hin O Hin Hin Eng Eng Eng Eng Eng O Eng Eng Eng Eng Eng Eng O Eng O Eng O Eng O Eng O Eng
5110	RT @ blissed _ snack Kisi ko pehly message krne se apki shaan mai kami nahi ajati . . . Han lekin dosra khud ko bohat toup cheez smjhne l …	neutral	 Eng O Eng O Eng Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin O O O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O
5114	@ sabtv Sir Alladin ke jariye aap ne Hume bachpan yaad dilaya hai thanks for that but story me kabhi kabhi th … https // t co / 0btCbEyuYw	neutral	 O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng Eng Hin Hin Hin Hin O Eng O Eng Eng O Eng
5116	RT @ kdubbdawg We don ’ t need it . But I ’ ll teach you so you can addd a lil razzle dazzle https // t . co / xXlZoNmbKX	positive	 Eng O Hin Hin Hin O Hin Eng Eng O Hin Hin O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O Eng O Eng O Hin
5117	RT @ Realistically14 @ itsNaCool @ Onispeak I think Prabhas is right choice for D4 SRK ko SLB k sath koi movie krna chaiye jisme powerful act …	neutral	 Eng O Eng O Eng O Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Eng Eng O
5118	Congratulations @ narendramodi ji Our very Own Prime Minister on ur such a super winning . My 5 year old daughter is … https // t . co / fu09gikNUt	neutral	 Eng O Eng Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O Eng O Eng Eng Eng Eng O Eng O Eng O Hin O Hin
5120	OR I WISH VERY AND VERY HAPPY AND BLESSED # RAMADAN OR # RAMJAAN MONTH TO INDIAN NATIONAL CONGRESS PRESIDENT SHRI … https // t . co / iLZ0nx9yPk	positive	 Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin O Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
5127	@ kanhaiyakumar abb to samajh ja ... Aur ye gandi raajneeti karna chhod de ... janta ne bhi nahi vote diya tujhe ... D … https // t . co / 39xO7P5Ui3	negative	 O Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng O Eng
5129	Bhola character With 0000 haters .. Love you Imran after watching this episode kis tarah gradually theek horaha hy o … https // t . co / Ce0PS1LPQn	positive	 Hin Hin Eng O Eng O Hin Hin Eng Eng Eng Eng Eng Hin Eng Eng Eng Hin Hin Eng O Eng O Eng O Eng O Eng
5131	Is bandy ke har baat jhoot se shoro hoti hai or jhoot pe khatm hoti hai . The worst part is that every Indian believ … https // t . co / HV7DEBLmCE	negative	 Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng Eng Eng Eng Eng Eng Eng Eng O Eng O Eng O Eng O Eng
5134	RT @ Baba73710 Is it possible ?? Sabhi situatiin ko dkhne ke baad nd saari logical chz ke result ko jaannne ke baad aisa hona chahiye ya n …	neutral	 Eng O Eng Eng Eng Eng O Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin O
5139	@ HardikPatel _ Tuj jaise ko koi kyu marega tu free ka entertainment deta hai waise b jab se Congress join kiya tab s … https // t . co / R6R9IEJRPo	neutral	 O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Eng O Eng O Eng O Eng O Eng
5142	@ abhisar _ sharma Tero ko gali sunne ka shok hai lagta hai Ispar video banan be bhikhari sale 👇 https // t co / GKF3Oqc1gl	negative	 O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng Eng O Eng
5146	@ News18UP Khaber de rahe ho ya opinion band karo ye drama jitne propaganda journalist bhare me studio me unko nikalo bahar	neutral	 O Eng Eng Hin Hin Hin Eng Eng Eng Hin Hin Hin Hin Eng Eng Hin Hin Eng Hin Hin Hin Hin
5150	@ waglenikhil UPA ke dikha kitne mile ?? Baaki parties ke dikha kitne mile ?? Kya NDA se zyada mile ?? Answer is No … https // t co / SLWeg7bC1F	neutral	 O Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin O Eng Eng Eng O Eng O Eng Eng O Eng
5153	@ shoaib100mph Jaise Ghar me paise ke lale pade ho to Bache khelne Nahi jate Shoaib ye asar hota hai dimag pe playe … https // t . co / d93dxdy6Ez	neutral	 O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
5160	SABHI Desh wassion ko bahut bahut BADHAAI ho Aaj 2014 ke baad Sh MODI JI PHIR SE dusari baar Bharat ke PRIME MINIST … https // t co / xmPhtM4CzG	positive	 Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng Eng O Eng
5164	@ teammaryam Is ko tu bolny ki bhi tameez ni apny baap ki umer waly ko kaisy mukhtib krti hai agar tameez hoti tu ap … https // t . co / IWsYbWp7KB	negative	 O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
5167	@ waglenikhil @ Tejasvi _ Surya He is not Moron because he is capable to be a MP people have voted for him Aapne itne … https // t co / YjCw5u8Bgs	positive	 O Hin O Hin O Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin Hin Hin O Eng O Eng Eng O Eng
5170	@ BBhuttoZardari Ab ap ko esy rrmarks ni dyne chahy ab tu ap hath mila chuky hai ..... ya sirf maryam ko sath baitha … https // t . co / scZdlQyZr4	negative	 O Hin Hin Hin Hin Hin Eng Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin O Eng O Eng O Hin O Hin
5172	@ ggiittiikkaa Yeh kitne kamine lootere hain Desh ke jo apni haar pacha nahi PA rahe hain aakhir kis mooh se ayenge … https // t co / LVxpXEWBH0	negative	 O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Eng O Eng
5173	RT @ oldschoolmonk Ye HD Kumaraswamy hamesha aisi shakal kyon bana ke rakhta hai jaise kayi din se tatti nahi aayi . Kabhi Bangalore mein di …	negative	 Eng O Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin O
5177	@ FeminaIndia We are always on bus mauka milna chahiye program turant ho jaayega	neutral	 O Hin Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin
5182	RT @ India _ AllSports News Flash Shooting World Cup ( Munich ) | Manu Bhaker / Saurabh Chaudhary win Gold medal in 10m Air Pistol Mixed team …	positive	 Eng O Eng O Eng Eng Eng Eng Eng Eng O Eng O O Hin Hin O Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O
5184	@ ianuragthakur ianuragthakur Anurag bhai Bahut buhut Mubarak bahut badi Jeet per or Mantri banane ki . kal oath ce … https // t . co / 8Keb42J92b	positive	 O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin O Hin Eng Eng O Eng O Eng O Eng O Eng
5187	@ gautam _ rode nice bohot khob jorri banai hai khuda https // tco / 5rHKQgKTcJ https // tco / S8JzzB3AtH	neutral	 O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng Eng O Eng O Hin
5190	@_ Pakhtoon _ @_ BunnyTheRabbit @ says _ mahdi @ lemeMuazzam @ FowzanWani @ Call _ Me _ Saifayy @ sanwla _ rang @ Asadvirk7 Apun qaid he nahi hua	neutral	 O Eng O O Eng O Eng O Eng O Eng O Eng O Eng O Hin O Hin O Hin O Hin O Eng Hin Hin Hin Hin Hin
5192	ye hamrey desh ka aaur desh ke logo ka saubhagya hai ki aap jaisa desh bhakat PM hamko and hamrey desh ko mila for … https // t . co / 42dZUxmma7	positive	 Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
5193	@ Rakulpreet @ dhanushkraja @ Suriya _ offl @ Sai _ Pallavi92 @ selvaraghavan rakul preet you are beautiful 😍	positive	 O Hin O Hin O Hin O Hin O Hin O Eng O Eng Hin Hin Hin Eng Eng EMT
5194	Eid tk 5k yes karao 🌚🌚🌚🌝🌝😂😂 @ shahrukhsyed4 @ iamqfs @ ImlazyAf _ @ Bawkamaal My favourities 😌🌚😂❤	neutral	 Eng Eng Eng Hin Hin O O Hin O Hin O Hin O O Eng Eng Eng O
5198	@ danyalkhan007 @ Engr _ jerry ghr mae he best hti ha bt ab bahr ka arda ha	neutral	 O Eng O Eng O Eng Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin
5201	@ ndtvindia Or ye jo news channel waale Gustakhi maaf jaisa majaak udaate hai wo uska kya uspar koi action ku nahi .	negative	 O Eng Eng Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O
5213	@ optimistsurgeon @ chatur59 @ dhananjaijoshi @ pkgurgaoninc @ bchowla @ ATHREYAG @ anupamadhaulia @ MRARUNIYENGAR @ AMAHEN … https // t co / 8xmUB5VYXW	neutral	 O Eng O Eng O Eng O Eng O Hin O Hin O Hin O Hin O Hin O Eng O Eng Eng O Eng
5214	@ NoFlashPls @ vinayak _ jain Sir ab bas aur nahi yeh rona dhona band kariye . Bhad main jaye media bhad main jaye … https // t . co / WeWo67tgtP	negative	 O Eng O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Hin
5215	@ narendramodi Many congratulations Modiji . It is our good fortune to have you as our PM once gain . Aasha hai hamara … https // t . co / cqywf2SkFr	positive	 O Hin Eng Eng Eng O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O Hin Hin Hin O Eng O Eng O Hin O Hin
5216	@ shadi _ kar _ lae Normally meri madrid walon ke sath nai lgti lekin tum bht achy ho iss liye tumhare sath kbhi clubs pe baat nahi ki	neutral	 O Hin O Hin O Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin
5225	@ DivyanshMohit @ GulBukhari Tum apny Indian ki fikkar Karo Pakistan ko hum khud dykh lyngy . Mukti bahini 2 nahi ban … https // t . co / jz4XMvvWLU	neutral	 O Eng O Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Eng Eng O Hin Hin O Hin Eng O Eng O Eng O Eng O Eng
5226	Aaj kal Pakistan ko koi bhi mar leta hai .😂😂😂 Inse na ho paega 😂😂 # PAKvWI https // t . co / lRwEdbT0nL	neutral	 Hin Hin Eng Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin O O Eng Eng O Eng O Hin O Hin
5232	@ Itz _ Aqxiii Bhena logon ko nend dard k bestar pr b ajati thi baqol Nfak par humy molty foam pr b nahi ati 😂😂😂	positive	 O Eng O Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Eng Hin Hin Hin O
5235	RT @ TheJ _ P _ S @ OpinionsRP Now that you are no longer his fan please join some other fan club--like Pulkit Samrat or Suraj Pancholi . Good r …	negative	 Eng O Hin O Eng O Eng O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin Eng Hin Hin O Eng Hin O
5239	@ RanaAyyub yes mam dream come true . # TukdeTukdeGang ko ye # AmitShah hi aazadi denge	neutral	 O Eng Eng Hin Eng Eng Hin O O Hin Hin Hin O Hin Hin Hin Hin
5240	@ iamhamzaabbasi Apka esi bt pe dio khush hogya to wapis bula len ? Awin banda thak na jawe 😂 Just for fun bro	neutral	 O Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin O Eng Hin Hin Hin Hin O Hin Eng Eng Eng
5256	RT @ jasmine _ gogri APNA Time AAYEGA Kaun bola Mujse Na Ho Payega ? Reservation quota ka anth AAYEGA Mere Jaisa Open MERIT lala MODI Ko …	neutral	 Eng O Eng O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O
5258	@ narendramodi Congratulations on your Huge Win one question Kya aap Pradhanmantri Aaarakshan ke aadhar par bane h … https // t co / LM2ZN7UonV	neutral	 O Eng Eng Eng Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng Eng O Eng
5260	@ ngeless _ — tara hanap tayo ano uhm .... usap hangout soon and movie nightt HAHAHAH miss you paps	neutral	 O Eng O O Hin Hin Hin Hin Eng O Eng Eng Eng Eng Eng Hin Hin Hin Hin Eng
5262	Got my mobile back ... Thank God !!! Special thanks to Elita Api Sabbir vaiya ... Tushar vai ... # uber ... Krisno day & Rasel vaiya ... ❤❤❤	positive	 Hin Eng Eng Eng O Eng Eng O Eng Eng Eng Eng Hin Hin Hin O Hin Hin O O Eng O Eng Eng O Hin Hin O O
5264	Good luck today guys . I ’ ll be watching on GameChanger . Bring home regionals ! @ DCBASEBALLHAWKS # DecaturProud	neutral	 Hin Hin Eng Eng O Hin O Hin Eng Eng Eng Eng O Eng Eng Eng O O Eng O Eng
5272	@ sakhtarmengal Ba Zameer ko elaan ni kerna perta na hi kisi ki support ki zaroorit hoti hai wo apnibawaz knliae apn … https // t . co / inTJOjZND7	neutral	 O Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
5279	cute (@ maryamjan143 ) on TikTok # imran # khan # perfamance # umarh # ramzan # mubarak # alvida # friday https // t . co / nXPMPNQCy4	neutral	 Eng O Eng O Eng Hin O Hin O Hin O Eng O Hin O Hin O Hin O Hin O Eng Eng O Eng O Eng O Eng
5280	@ darshandshinde @ Charcha24 @ Awhadspeaks @ NCPspeaks @ INCMaharashtra Kahi nahi karat ... BJP cha fayada karnar . Baki K … https // t . co / KaMIxFxlJY	negative	 O Hin O Eng O Eng O Eng O Eng Hin Hin Hin O Eng Hin Hin Hin O Hin Eng O Eng O Eng O Hin O Hin
5284	@ MediaCellPPP Ek apel he ke sb ko ke hume sanghar me koi sahoolt nhi he seht ki . Humare pas na doctor he na N I c … https // t . co / sWkWasPwr5	neutral	 O Eng Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Eng Hin Hin Hin Eng O Eng O Eng O Hin O Hin
5291	RT @ CallSignMujahid State of Pakistan is no Banana Republic .. the way Bilawal & Maryam Safdar still supporting 2 well known traitors @ mjdaw …	negative	 Eng O Eng Eng Eng Eng Eng Hin Hin Eng O Eng Eng Hin O Eng Eng Eng Eng O Eng Eng Eng O Eng O
5294	RT @ Hritik31822083 @ narendramodi Sir ye # congress logo change kr do Kyoki election harne ke bad ye # Tiranga dustbin me jata h or pta nhi …	negative	 Eng O Eng O Eng Hin Eng O Eng Eng Eng Hin Hin Eng Hin Hin Hin Hin Hin O Hin Eng Hin Hin Hin Eng Hin Hin O
5302	@ MIKHANINSAFIANS Imran Khan ko phasany ki pori tayari hai PTM ko mar k pashtoon kpk aur balochistan k haalat kharab … https // t co / dlEE4Xfd0G	negative	 O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Eng O Eng
5303	I WISH VERY HAPPY AND BLESSED # RAMADAN OR RAMJAAN MONTH TO YOU THE HOW RES @ gaurikhan MA ' M KINDS HOW RES WIFE OF … https // t . co / lFQxudaLQh	positive	 Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin O Eng Eng Hin Hin Hin Hin O Eng O Eng O Hin O Hin
